model,ds_ns,speed_kmh,period_slots,omega_per_frame,horizon,pred_nmse_db,zoh_nmse_db,filt_nmse_db,wiener_ema_db,wiener_param_db,wiener_psd_db,wiener_genie_db
cdl_e,2064.0,10.0,10,1.018813552337623,4,-4.052572200582779,5.534205554366986,-20.58461348981286,-6.222612542369076,-4.577759327906207,-4.726067933574868,-6.5220230167943765
cdl_e,2064.0,10.0,10,1.018813552337623,8,0.23988831870423255,1.2999803116122177,-20.58461348981286,-2.7074127271580273,-1.0816616433691078,-1.6715820213916834,-3.0399577222692753
cdl_e,2064.0,10.0,40,4.075254209350492,1,-2.316033701292101,5.472516860717339,-18.21623104801357,-7.69445843811381,-4.360470313236699,-6.692703347786505,-8.371861492567724
cdl_e,2064.0,10.0,40,4.075254209350492,2,0.12416550722812114,1.4498445009719743,-18.21623104801357,-3.447934746317813,-1.3889457401150673,-3.3665534054258006,-4.617572154081089
cdl_e,2064.0,10.0,40,4.075254209350492,4,2.4658085493112,4.42600614144241,-18.21623104801357,-2.2677359903315133,-0.15054425303619767,-1.9426702686644353,-2.52037676227375
cdl_e,2064.0,10.0,40,4.075254209350492,8,3.429805393144524,1.591498665092641,-18.21623104801357,-1.9376348963462522,0.09802095529034104,-1.4904310253055677,-2.1478722545562836
cdl_e,2064.0,30.0,10,3.0564406570128693,1,-5.79219730766594,5.440123297455272,-18.476968319402133,-9.476335258315206,-5.946144351172653,-7.97086098825199,-9.717123378982661
cdl_e,2064.0,30.0,10,3.0564406570128693,2,-2.0199172104184653,1.4718099940883622,-18.476968319402133,-5.518234229694466,-2.607486933526348,-4.398486912528996,-5.686858856920062
cdl_e,2064.0,30.0,10,3.0564406570128693,4,1.7724575735078765,3.0050156311833165,-18.476968319402133,-1.9480940976268708,-0.4222072156845031,-1.5275063810843683,-2.090620943770468
cdl_e,2064.0,30.0,10,3.0564406570128693,8,3.054589393012262,2.9086469403262316,-18.476968319402133,-1.1216843381418782,0.04223865279901131,-0.8913496823118212,-1.2946285949177505
cdl_e,2064.0,30.0,40,12.225762628051477,1,0.7230931773180843,1.9602045029816955,-18.519412783143157,-2.5894226706557237,-0.3666768587980056,-2.6272930056172576,-3.152449633067577
cdl_e,2064.0,30.0,40,12.225762628051477,2,2.051452250163745,2.89945047719778,-18.519412783143157,-1.7513518652093212,0.4168935344549394,-2.1566077926002007,-2.6661994419120445
cdl_e,2064.0,30.0,40,12.225762628051477,4,2.631611535797531,3.6407699713863027,-18.519412783143157,-2.2931316562360147,0.4077352974934645,-1.998243860168539,-2.5265728988184986
cdl_e,2064.0,30.0,40,12.225762628051477,8,2.748334121697595,3.312612137967945,-18.519412783143157,-2.0209188748114113,0.24016290172065527,-1.5536023204277458,-2.253466077689998
