case,trim,cap,floor,clip,raw_srs,raw_gt,paired,slot_sig,signature_mode,signature_prefix_n,compare_len,paired_sig_short,abs_first,abs_last,n50_available,first_positive_N,N_used,nmse_dB,rsrp_err_dB,pdp_corr,bad_all_nmse,bad_all_idx,bad_all_abs,bad_all_gap,bad_n30_nmse,bad_n30_idx,bad_n30_abs,bad_n30_gap,bad_n50_nmse,bad_n50_idx,bad_n50_abs,bad_n50_gap,bad_diag_mode,bad_csv
A,0,2.0,1e-4,6.0,101,3142,101,8,paired_prefix,50,50,9b15fcfbab25,14408,31528,yes,30,30,13.350517119643687,13.512957304318068,0.26606422355009374,23.93,28,19688,5,23.93,28,19688,5,23.93,28,19688,5,global_sto_per_frame_diag,/home/dclcom57/OAI_luuuuuu/DevChannelProxyJIN/data_out/mmse_sigma2_abcd_seed8201_20260506_115206/bad_frames_A.csv
